ID,inventorynumber,artist,originaltitle,date,medium,accessionyear,provenance,permalink,permalinkimage,copyright
11278.jpg,Gr.2000/0130,Albrecht Dürer (1471–1528),Jungfrau mit dem Haarband im Strahlenkranz auf der Mondsichel,1514,Copper engraving,2000,"Albrecht Dürer (*1471 Nürnberg, +1528 Nürnberg) (Künstler/-in) /// Verbleib unbekannt /// Dominikus Abegg (*1789, +1826) (Sammler/-in), Schweiz /// [Verbleib unbekannt?] /// o.D. – 1882, Dietrich Schindler (*1795 Mollis, +1882 Wiesbaden) (Sammler/-in) /// 1882 – 13.7.2000, Nachkommen Dietrich Schindler, Nachlass /// 19.10.1945 – 13.7.2000, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich, Leihgabe /// ab 13.7.2000, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich, Geschenk",https://collection.kunsthaus.ch/de/collection/item/11278,https://collection.kunsthaus.ch/multimedia/1/multimedia-323261.extra-large.jpg,
11277.jpg,Gr.2003/0134,Félix Vallotton (1865–1925),Le Mont-Blanc,1892,Woodcut on Japanese paper,2003,"Félix Vallotton (*1865 Lausanne, +1925 Neuilly-sur-Seine, Paris) (Künstler/-in) /// Verbleib unbekannt /// o.D. – 2003, Leonie Tobler (*1909) (Sammler/-in), Uster, Kauf /// ab 2003, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich, Vermächtnis",https://collection.kunsthaus.ch/de/collection/item/11277,https://collection.kunsthaus.ch/multimedia/3/multimedia-417433.extra-large.jpg,
11198.jpg,Gr.2003/0039,Jacques Callot (1592–1635),La Roue. Feuille 14 de la série «Les Misères et les Mal-Heures de la guerre»,1633,Etching on paper,2003,"Jacques Callot (*1592 Nancy, +1635 Nancy) (Künstler/-in) /// Verbleib unbekannt /// o.D. – 2003, Leonie Tobler (Sammler/-in), Uster /// ab 2003, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich, Vermächtnis",https://collection.kunsthaus.ch/de/collection/item/11198,https://collection.kunsthaus.ch/multimedia/8/multimedia-542238.extra-large.jpg,
11197.jpg,Gr.2003/0046,Rembrandt Harmenszoon van Rijn (1606–1669),Die Beschneidung (kleines Format),c. 1630,Etching and drypoint on laid paper,2003,"Rembrandt Harmensz. van  Rijn (*1606 Leiden, +1669 Amsterdam) (Künstler/-in) /// Verbleib unbekannt /// o.D. – höchstens bis 1856, B. Petzold (Sammler/-in), Wien /// Verbleib unbekannt /// o.D. – 2003, Leonie Tobler (Sammler/-in), Uster /// ab 2003, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich, Vermächtnis",https://collection.kunsthaus.ch/de/collection/item/11197,https://collection.kunsthaus.ch/multimedia/2/multimedia-805212.extra-large.jpg,
11194.jpg,Gr.2003/0047,Rembrandt Harmenszoon van Rijn (1606–1669),Die Flucht nach Ägypten (kleines Format),1633,Etching,2003,"Rembrandt Harmensz. van  Rijn (*1606 Leiden, +1669 Amsterdam) (Künstler/-in) /// Verbleib unbekannt /// Richard Dawnay Downe (*1903, +1965) (Sammler/-in), Wykeham Abbey, Scarborough /// [Verbleib unbekannt?] /// o.D. – 2003, Leonie Tobler (Sammler/-in), Uster /// ab 2003, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich, Vermächtnis",https://collection.kunsthaus.ch/de/collection/item/11194,https://collection.kunsthaus.ch/multimedia/5/multimedia-805225.extra-large.jpg,
11174.jpg,Z.1964/0066,Ferdinand Hodler (1853–1918),"Männliche Aktfigur, dritte von rechts zu «Die Wahrheit II»",1903,Graphite pencil on paper,1964,"Ferdinand Hodler (*1853 Bern, +1918 Genf) (Künstler/-in) /// 1918 – 1920, Hector Hodler (*1887 Genf, +1920 Leysin), Nachlass /// 1920 – 1964, Lina-Emilie Hodler-Ruch (*1880, +1964), Nachlass /// ab 1964, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich, Vermächtnis",https://collection.kunsthaus.ch/de/collection/item/11174,https://collection.kunsthaus.ch/multimedia/6/multimedia-417466.extra-large.jpg,
11145.jpg,Z.1948/0009,Paul Klee (1879–1940),Zauber-Insel,1934,Pen in black (ink) on paper,1948,"Paul Klee (*1879 Münchenbuchsee, +1940 Muralto) (Künstler/-in) /// 1940 – 1946, Lily Klee (*1876 München, +1946 Bern), Bern /// 1946 – 10.2.1948, Klee-Gesellschaft, Bern /// Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich, ab 10.2.1948",https://collection.kunsthaus.ch/de/collection/item/11145,https://collection.kunsthaus.ch/multimedia/2/multimedia-313442.extra-large.jpg,
11113.jpg,Z.1917/0033,Ferdinand Hodler (1853–1918),"Die tote Valentine Godé-Darel, Halbfigur, Rechtsprofil",1915,"Graphite pencil, gouache and oil on beige paper; verso: counterproof",1917,NO PUBLIC PROVENANCE,https://collection.kunsthaus.ch/de/collection/item/11113,https://collection.kunsthaus.ch/multimedia/6/multimedia-1381236.extra-large.jpg,
11088.jpg,Z.1920/1342,Ferdinand Hodler (1853–1918),"Doppelbildnis Valentine Godé-Darel und Ferdinand Hodler, Skizze",1912,Graphite pencil on paper (Sihl Mills),1920,"Ferdinand Hodler (*1853 Bern, +1918 Genf) (Künstler/-in) /// Hector Hodler (*1887 Genf, +1920 Leysin), Nachlass /// ab 1920, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich, Vermächtnis",https://collection.kunsthaus.ch/de/collection/item/11088,https://collection.kunsthaus.ch/multimedia/1/multimedia-598241.extra-large.jpg,
11010.jpg,Z.1920/0964,Ferdinand Hodler (1853–1918),Zwei Studien für Schwörenden nach rechts mit erhobener Rechten zu «Einmütigkeit»,1911,Graphite pencil on paper (Fabriano); verso: counterproof,1920,"Ferdinand Hodler (*1853 Bern, +1918 Genf) (Künstler/-in) /// Hector Hodler (*1887 Genf, +1920 Leysin), Nachlass /// ab 1920, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich, Vermächtnis",https://collection.kunsthaus.ch/de/collection/item/11010,https://collection.kunsthaus.ch/multimedia/2/multimedia-380272.extra-large.jpg,
10901.jpg,Z.1977/0043,Hans Richter (1888–1976),Kaiser Wilhelm II,1917,Graphite pencil on wove paper,1977,"Hans Richter (*1888 Berlin, +1976 Minusio) (Künstler/in) /// 1976 – 1977, Frida Richter, Locarno, Nachlass /// ab 1977, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich, Geschenk von Frau Frida Richter aus dem Nachlass des Künstlers",https://collection.kunsthaus.ch/de/collection/item/10901,https://collection.kunsthaus.ch/multimedia/7/multimedia-1366237.extra-large.jpg,© Estate of Hans Richter
10856.jpg,Z.1920/1001,Ferdinand Hodler (1853–1918),"Zwei Studien für Jenenser, zum Aufbruch rufend",(1908),"Graphite pencil on paper (Fabriano); verso: counterproof
",1920,"Ferdinand Hodler (*1853 Bern, +1918 Genf) (Künstler/-in) /// Hector Hodler (*1887 Genf, +1920 Leysin), Nachlass /// ab 1920, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich, Vermächtnis",https://collection.kunsthaus.ch/de/collection/item/10856,https://collection.kunsthaus.ch/multimedia//multimedia-380270.extra-large.jpg,
10824.jpg,Z.1919/0041,Ferdinand Hodler (1853–1918),Studie für Schwörenden nach rechts mit erhobener Rechten zur fünften Figur von links zu «Einmütigkeit II»,1913,Graphite pencil on paper (Fabriano); verso: counterproof,1919,"Ferdinand Hodler (*1853 Bern, +1918 Genf) (Künstler/-in) /// 1918 – 1919, Hector Hodler (*1887 Genf, +1920 Leysin), Nachlass /// ab 1919, Vereinigung Zürcher Kunstfreunde (Sammlung), Zürich, Kauf /// ab 1919, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich, Leihgabe",https://collection.kunsthaus.ch/de/collection/item/10824,https://collection.kunsthaus.ch/multimedia//multimedia-380260.extra-large.jpg,
10817.jpg,Z.1948/0002,Paul Klee (1879–1940),Gebärde eines Antlitzes I,1939,"Paste paint and oil on wrapping paper, mounted on paper",1948,"Paul Klee (*1879 Münchenbuchsee, +1940 Muralto) (Künstler/-in) /// 1940 – 1946, Lily Klee (*1876 München, +1946 Bern), Bern, Nachlass /// 1946 – 10.2.1948, Klee-Gesellschaft, Bern, Kauf /// ab 10.2.1948, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich, Geschenk",https://collection.kunsthaus.ch/de/collection/item/10817,https://collection.kunsthaus.ch/multimedia/6/multimedia-1123216.extra-large.jpg,
10717.jpg,Gr.2001/0022,Nelly Rudin (1928–2013),Ohne Titel,1986,"Silkscreen in red, green and blue on paper",01.08.2001,"Nelly Rudin (*1928 Basel, +2013 Zürich) (Künstler/-in) /// o.D. – 2001, Thomas E. Krayenbühl (Sammler/-in), Oberrieden /// ab 2001, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich, Geschenk",https://collection.kunsthaus.ch/de/collection/item/10717,https://collection.kunsthaus.ch/multimedia//multimedia-6700.extra-large.jpg,
10702.jpg,Z.1977/0044,Hans Richter (1888–1976),Kaiser Wilhelm als Befehlshaber des Todes,1917,Brush in black and pen in brown on wove paper,1977,"Hans Richter (*1888 Berlin, +1976 Minusio) (Künstler/in) /// 1976 – 1977, Frida Richter, Locarno, Nachlass /// ab 1977, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich, Geschenk von Frau Frida Richter aus dem Nachlass des Künstler",https://collection.kunsthaus.ch/de/collection/item/10702,https://collection.kunsthaus.ch/multimedia/8/multimedia-1366238.extra-large.jpg,© Estate of Hans Richter
10664.jpg,Z.1977/0064,Hans Richter (1888–1976),Dada-Kopf,1918,Brush in black and opaque white over charcoal on handmade paper; verso: brush in black,1977,"Hans Richter (*1888 Berlin, +1976 Minusio) (Künstler/in) /// 1976 – 1977, Frida Richter, Locarno, Nachlass /// ab 1977, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich, Geschenk von Frau Frida Richter aus dem Nachlass des Künstlers",https://collection.kunsthaus.ch/de/collection/item/10664,https://collection.kunsthaus.ch/multimedia/9/multimedia-1366239.extra-large.jpg,© Estate of Hans Richter
10545.jpg,Z.1920/0998,Ferdinand Hodler (1853–1918),"Zwei Studien für Jenenser, Mantel anziehend",1908,,1920,"Ferdinand Hodler (*1853 Bern, +1918 Genf) (Künstler/-in) /// Hector Hodler (*1887 Genf, +1920 Leysin), Nachlass /// ab 1920, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich, Vermächtnis",https://collection.kunsthaus.ch/de/collection/item/10545,https://collection.kunsthaus.ch/multimedia/8/multimedia-380288.extra-large.jpg,
10649.jpg,Z.1920/0980,Ferdinand Hodler (1853–1918),Studie für den Redner zu «Einmütigkeit II»,1913,Graphite pencil on paper (Fabriano); verso: counterproof,1920,"Ferdinand Hodler (*1853 Bern, +1918 Genf) (Künstler/-in) /// Hector Hodler (*1887 Genf, +1920 Leysin), Nachlass /// ab 1920, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich, Vermächtnis",https://collection.kunsthaus.ch/de/collection/item/10649,https://collection.kunsthaus.ch/multimedia/9/multimedia-380259.extra-large.jpg,
10638.jpg,Z.1917/0032,Ferdinand Hodler (1853–1918),"Die sterbende Valentine Godé-Darel, Linksprofil, 24. Januar 1915",1/24/1915,Rose and black gouache over graphite pencil on wove paper; verso: black monotype over graphite pencil,1917,NO PUBLIC PROVENANCE,https://collection.kunsthaus.ch/de/collection/item/10638,https://collection.kunsthaus.ch/multimedia/9/multimedia-805229.extra-large.jpg,
10552.jpg,Z.1964/0064,Ferdinand Hodler (1853–1918),"Verhüllte, männliche Figur, dritte von rechts, zu «Die Wahrheit II»",1903,,1964,"Ferdinand Hodler (*1853 Bern, +1918 Genf) (Künstler/-in) /// 1918 – 1920, Hector Hodler (*1887 Genf, +1920 Leysin), Nachlass /// 1920 – 1964, Lina-Emilie Hodler-Ruch (*1880, +1964), Nachlass /// ab 1964, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich, Vermächtnis",https://collection.kunsthaus.ch/de/collection/item/10552,https://collection.kunsthaus.ch/multimedia/5/multimedia-417395.extra-large.jpg,
10484.jpg,Z.1920/0996,Ferdinand Hodler (1853–1918),Studie für Jenenser von vorn,1907/1908,Graphite pencil on paper (Fabriano); verso: counterproof,1920,"Ferdinand Hodler (*1853 Bern, +1918 Genf) (Künstler/-in) /// 1918 – 1920, Hector Hodler (*1887 Genf, +1920 Leysin), Nachlass /// ab 1920, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich, Vermächtnis",https://collection.kunsthaus.ch/de/collection/item/10484,https://collection.kunsthaus.ch/multimedia//multimedia-380300.extra-large.jpg,
10440.jpg,Z.1930/0004,Paul Klee (1879–1940),Fenster u. Palmen,1914,"Watercolour and gouache, partly scratched out, over graphite pencil on chalk-grounded paper, with artist's mount on metal paper and cardboard",1930,NO PUBLIC PROVENANCE,https://collection.kunsthaus.ch/de/collection/item/10440,https://collection.kunsthaus.ch/multimedia/1/multimedia-1343211.extra-large.jpg,
10423.jpg,Z.1917/0037,Ernst Würtenberger (1868–1934),Kniender Krieger mit Schwert. Originalzeichnung zum Plakat für die grosse Hodler-Ausstellung im Kunsthaus Zürich,1917,"Charcoal, oil and watercolour on paper",1917,"Ernst Würtenberger (*1868 Steisslingen, +1934 Karlsruhe) (Künstler/-in) /// ab 1917, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich, Kauf",https://collection.kunsthaus.ch/de/collection/item/10423,https://collection.kunsthaus.ch/multimedia/9/multimedia-7279.extra-large.jpg,
10407.jpg,Z.1920/0992,Ferdinand Hodler (1853–1918),"Zwei Studien für marschierenden Jenenser, nach links, mit erhobener Rechten",1907/1908,Graphite pencil on paper (Fabriano); verso: counterproof,1920,"Ferdinand Hodler (*1853 Bern, +1918 Genf) (Künstler/-in) /// 1918 – 1920, Hector Hodler (*1887 Genf, +1920 Leysin), Nachlass /// ab 1920, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich, Vermächtnis",https://collection.kunsthaus.ch/de/collection/item/10407,https://collection.kunsthaus.ch/multimedia/8/multimedia-380278.extra-large.jpg,
10299.jpg,Z.1917/0028,Ferdinand Hodler (1853–1918),Studie für Schwörenden von vorn mit erhobener Rechten zu «Einmütigkeit»,1912,Graphite pencil and oil paint on paper (Fabriano); verso: counterproof,1917,"Ferdinand Hodler (*1853 Bern, +1918 Genf) (Künstler/-in) /// ab 1917, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich",https://collection.kunsthaus.ch/de/collection/item/10299,https://collection.kunsthaus.ch/multimedia/5/multimedia-380275.extra-large.jpg,
10289.jpg,Z.1940/0144,Johann Heinrich Füssli (1741–1825),Der Künstler verzweifelnd vor der Grösse der antiken Trümmer,1778–1780,"Red chalk, brown wash on paper",1940,"Johann Heinrich Füssli (*1741 Zürich, +1825 Putney Hill/London) (Künstler/-in) /// Nachlass Johann Heinrich Füssli, Nachlass /// Thomas Lawrence (*1769 Bristol, +1830 London) /// Susan North, Countess of Guilford (*1771, +1837) (Sammler/in) /// Baroness Susan North (*1797, +1884) (Sammler/-in) /// 7.1885, Sotheby's (Auktion), London /// o.D. – 12.3.1913, Arnold Otto Meyer (*1825 Hamburg, +1913 Hamburg) (Sammler/-in), Hamburg /// 12.3.1913 – 19.3.1914, Eduard Lorenz Lorenz-Meyer (*1856 Singapur, +1926 Hamburg), Erbe /// 19.3.1914 – 20.3.1914, C.G. Boerner (Auktion), Leipzig, Lot 245 /// [Verbleib unbekannt?], Kauf /// o.D. – 1940, Paul Hürlimann (*1878 Fluntern, +1944 Zürich) (Sammler/-in) /// ab 12.3.1940, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich, Kauf",https://collection.kunsthaus.ch/de/collection/item/10289,https://collection.kunsthaus.ch/multimedia/1/multimedia-474451.extra-large.jpg,
10223.jpg,Z.1940/0145,Johann Heinrich Füssli (1741–1825),Furcht; drei kauernde Mädchen,1780–1782,Graphite pencil and white chalk on grey paper; verso: graphite pencil on grey paper,1940,NO PUBLIC PROVENANCE,https://collection.kunsthaus.ch/de/collection/item/10223,https://collection.kunsthaus.ch/multimedia/1/multimedia-894261.extra-large.jpg,
10163.jpg,Gr.2000/0110,Albrecht Dürer (1471–1528),Die Handwaschung des Pilatus. Blatt 9 der Kupferstich-Passion,1512,Copper engraving,2000,"Albrecht Dürer (*1471 Nürnberg, +1528 Nürnberg) (Künstler/-in) /// Verbleib unbekannt /// o.D. – 23.1.1860, Wilhelm Eduard Drugulin (*1822 Leipzig, +1879 Leipzig) (Sammler/-in) /// o.D. – 1882, Dietrich Schindler (*1795 Mollis, +1882 Wiesbaden) (Sammler/-in) /// 1882 – 13.7.2000, Nachkommen Dietrich Schindler, Nachlass /// 19.10.1945 – 13.7.2000, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich, Leihgabe /// ab 13.7.2000, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich, Geschenk",https://collection.kunsthaus.ch/de/collection/item/10163,https://collection.kunsthaus.ch/multimedia/3/multimedia-323283.extra-large.jpg,
10147.jpg,Z.1920/0710,Ferdinand Hodler (1853–1918),«Crescendo». Ideenskizze zu «Floraison»,1916/1917,"Brown and black pen on graphite pencil on squared paper, mounted",1920,"Ferdinand Hodler (*1853 Bern, +1918 Genf) (Künstler/-in) /// 1918 – 1920, Hector Hodler (*1887 Genf, +1920 Leysin), Nachlass /// ab 1920, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich, Vermächtnis",https://collection.kunsthaus.ch/de/collection/item/10147,https://collection.kunsthaus.ch/multimedia/7/multimedia-380287.extra-large.jpg,
10099.jpg,Z.1953/0005,Ernst Ludwig Kirchner (1880–1938),Zwei Mädchenakte sitzend,1909,Graphite pencil on paper,1953,"Ernst Ludwig Kirchner (*1880 Aschaffenburg, +1938 Davos) (Künstler/-in) /// [Verbleib unbekannt?] /// spätestens ab 1938 – 1953, Elsa Bosshart-Forrer (*1879, +1953) /// ab 1938, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich, Vermächtnis",https://collection.kunsthaus.ch/de/collection/item/10099,https://collection.kunsthaus.ch/multimedia//multimedia-313440.extra-large.jpg,
10010.jpg,Z.1914/0010,Johann Heinrich Füssli (1741–1825),"Junger Mann, eine am Spinett sitzende Frau leidenschaftlich zurückziehend und küssend",1819,Black chalk on paper,1914,NO PUBLIC PROVENANCE,https://collection.kunsthaus.ch/de/collection/item/10010,https://collection.kunsthaus.ch/multimedia/4/multimedia-805214.extra-large.jpg,
9903.jpg,Z.1920/1383,Ferdinand Hodler (1853–1918),Studie mit einer Weide zwischen zwei Bäumchen,c. 1878/1879,Graphite pencil and crayon on paper,1920,"Ferdinand Hodler (*1853 Bern, +1918 Genf) (Künstler/-in) /// Hector Hodler (*1887 Genf, +1920 Leysin), Nachlass /// ab 1920, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich, Vermächtnis",https://collection.kunsthaus.ch/de/collection/item/9903,https://collection.kunsthaus.ch/multimedia/2/multimedia-380262.extra-large.jpg,
9876.jpg,Z.1920/0917,Ferdinand Hodler (1853–1918),"«Emu par les formes de beauté», «Surprise et Admiration», «Sich erniedrigend». Ideenskizze mit drei Figurenpaaren («Entzücken», «Erniedrigung», «Trauer»)",1890–1899,"Graphite pencil and colour stains on browned wove paper, mounted",1920,"Ferdinand Hodler (*1853 Bern, +1918 Genf) (Künstler/-in) /// Hector Hodler (*1887 Genf, +1920 Leysin), Nachlass /// ab 1920, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich, Vermächtnis",https://collection.kunsthaus.ch/de/collection/item/9876,https://collection.kunsthaus.ch/multimedia/3/multimedia-630243.extra-large.jpg,
9782.jpg,Z.1997/0008,Wols (1913–1951),La Feuille rouge,c. 1945–1946,"Black pen and brush, watercolour, grattage and opaque white on paper",1997,"Wols (*1913 Berlin, +1951 Paris) (Künstler/-in) /// [Verbleib unbekannt?] /// Galerie Pierre (Galerie), Paris /// [Verbleib unbekannt?] /// o.D. – 1997, Elfriede Schulze-Battmann (*1910 Berlin, +2001 Freiburg im Breisgau), Freiburg in Breisgau /// ab 1997, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich, Kauf",https://collection.kunsthaus.ch/de/collection/item/9782,https://collection.kunsthaus.ch/multimedia/2/multimedia-482212.extra-large.jpg,
9731.jpg,Z.1953/0003,Ernst Ludwig Kirchner (1880–1938),Stehender Akt vor afrikanischem Hocker,c. 1909–1910,Reed pen in black (China ink) on brownish paper,1953,"Ernst Ludwig Kirchner (*1880 Aschaffenburg, +1938 Davos) (Künstler/-in) /// [Verbleib unbekannt?] /// spätestens ab 1938 – 1953, Elsa Bosshart-Forrer (*1879, +1953) /// ab 1953, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich, Vermächtnis",https://collection.kunsthaus.ch/de/collection/item/9731,https://collection.kunsthaus.ch/multimedia/9/multimedia-313439.extra-large.jpg,
9713.jpg,Gr.2000/0107,Albrecht Dürer (1471–1528),Die Geisselung. Blatt 6 der Kupferstich-Passion,1512,Copper engraving,2000,"Albrecht Dürer (*1471 Nürnberg, +1528 Nürnberg) (Künstler/-in) /// Verbleib unbekannt /// o.D. – 1882, Dietrich Schindler (*1795 Mollis, +1882 Wiesbaden) (Sammler/-in) /// 1882 – 13.7.2000, Nachkommen Dietrich Schindler, Nachlass /// 19.10.1945 – 13.7.2000, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich, Leihgabe /// ab 13.7.2000, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich, Geschenk",https://collection.kunsthaus.ch/de/collection/item/9713,https://collection.kunsthaus.ch/multimedia/5/multimedia-323275.extra-large.jpg,
9692.jpg,Z.1919/0037,Ferdinand Hodler (1853–1918),Fünffigurige Kompositionsstudie zu «Der Tag» I,1899,"Black pen, partially in red, watercolour and opaque colour over graphite pencil and crayon, 1st, 4th and 5th figure cut out and glued on, framing lines, on paper",1919,"Ferdinand Hodler (*1853 Bern, +1918 Genf) (Künstler/-in) /// [Verbleib unbekannt?] /// o.D. – 1918, Karl Gustav Henneberg (*1847 Görlitz, +1918 Zürich) (Sammler/-in), Zürich /// 20.10.1919 – 25.10.1919, Galerie Neupert (Auktion), Zürich, Lot 107, Sammlung Henneberg /// ab 1919, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich, Kauf",https://collection.kunsthaus.ch/de/collection/item/9692,https://collection.kunsthaus.ch/multimedia/6/multimedia-417426.extra-large.jpg,
9599.jpg,1039,Ferdinand Hodler (1853–1918),Dietegen deckt den Rückzug der Eidgenossen,1898–1899,"Pen and brush in black and grey, body colour, washed grey and heightened white, framing lines with pen in black, on paper",1914,"Ferdinand Hodler (*1853 Bern, +1918 Genf) (Künstler/-in) /// [Verbleib unbekannt?] /// o.D. – 1914, Ottilie Wilhelmine Roederstein (*1859 Zürich, +1937 Hofheim am Taunus) (Sammler/-in) /// 1914, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich, Geschenk",https://collection.kunsthaus.ch/de/collection/item/9599,https://collection.kunsthaus.ch/multimedia/9/multimedia-474479.extra-large.jpg,
9593.jpg,Z.1922/0014,Ferdinand Hodler (1853–1918),Skizze zur Wahrheit. Kompositionsentwurf,1899–1900,"Black pencil and brush, body colour over graphite pencil on paper, mounted on cardboard",1922,"Ferdinand Hodler (*1853 Bern, +1918 Genf) (Künstler/-in) /// [Verbleib unbekannt?] /// Karl Gustav Henneberg (*1847 Görlitz, +1918 Zürich) (Sammler/-in) /// 20.10.1919 – 25.19.1919, Galerie Neupert (Auktion), Zürich, Lot 126, Tafel XIV /// 20.10.1919 – 1922, Fritz Bender, Kauf /// ab 1922, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich, Kauf",https://collection.kunsthaus.ch/de/collection/item/9593,https://collection.kunsthaus.ch/multimedia/9/multimedia-474489.extra-large.jpg,
9512.jpg,Z.1978/0068,Paul Klee (1879–1940),Marionette Nr. 7a,1923,"Gouache, watercolour, graphite pencil and pen on paper (Ingres)",28.11.1978,"Paul Klee (*1879 Münchenbuchsee, +1940 Muralto) (Künstler/-in) /// 1929 – o.D., Imre Reiner (*1900 Versecz, +1987 Ruvigliana), Stuttgart /// o.D. – 1978, Mabel Zuppinger (*1897, +1978 Rüschlikon), Rüschlikon /// ab 1978, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich, Vermächtnis",https://collection.kunsthaus.ch/de/collection/item/9512,https://collection.kunsthaus.ch/multimedia/4/multimedia-481254.extra-large.jpg,
9463.jpg,Z.1920/1302,Ferdinand Hodler (1853–1918),«Arrêt pour contempler le ciel». Kompositionsskizze mit acht Figuren im Massstab 1:20 zu «Blick in die Unendlichkeit»,1910/1913,"Graphite pencil, reworked with brush in red body colour, on paper (Fabriano), framing lines with graphite pencil; verso: graphite pencil",1920,"Ferdinand Hodler (*1853 Bern, +1918 Genf) (Künstler/-in) /// Hector Hodler (*1887 Genf, +1920 Leysin), Nachlass /// ab 1920, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich, Vermächtnis",https://collection.kunsthaus.ch/de/collection/item/9463,https://collection.kunsthaus.ch/multimedia/3/multimedia-380273.extra-large.jpg,
9449.jpg,Gr.2000/0108,Albrecht Dürer (1471–1528),Die Dornenkrönung. Blatt 7 der Kupferstich-Passion,1512,Copper engraving,2000,"Albrecht Dürer (*1471 Nürnberg, +1528 Nürnberg) (Künstler/-in) /// Verbleib unbekannt /// o.D. – 10.1858, Schachtner /// 10.1858 – 1882, Dietrich Schindler (*1795 Mollis, +1882 Wiesbaden) (Sammler/-in), Kauf /// 1882 – 13.7.2000, Nachkommen Dietrich Schindler, Nachlass /// 19.10.1945 – 13.7.2000, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich, Leihgabe /// ab 13.7.2000, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich, Geschenk",https://collection.kunsthaus.ch/de/collection/item/9449,https://collection.kunsthaus.ch/multimedia/9/multimedia-323269.extra-large.jpg,
9426.jpg,Z.1938/0765,Johann Heinrich Füssli (1741–1825),Die drei Eidgenossen beim Schwur auf dem Rütli,1779,"Brown pen over graphite pencil, grey and brown wash on paper",1938,"Johann Heinrich Füssli (*1741 Zürich, +1825 Putney Hill/London) (Künstler/-in) /// Verbleib unbekannt /// spätestens ab 1926 – 7.7.1938, Paul Ganz (*1872 Zürich, +1954 Oberhofen am Thunersee) (Sammler/-in), Ganz Nr. 745 /// ab 7.7.1938, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich, Geschenk",https://collection.kunsthaus.ch/de/collection/item/9426,https://collection.kunsthaus.ch/multimedia/5/multimedia-573355.extra-large.jpg,
